job_id,role_name,company_name,description
N6FQZLh8V1aQBgA8AAAAAA==,data analyst,tesla,"Data is deeply embedded in the
product, engineering, quality, and customer experience culture at Tesla. As a Senior
Data Analyst, you will help to identify, distill, and resolve issues that
affect customer experience, product/process throughput, and quality within the
residential energy business. By using data and reporting metrics to identify
potential problems, you will drive change across the organization by assisting
teams with data-driven insights. An ideal candidate is skilled at data
analytics, reporting, and data processing concepts and is naturally motivated
to seek out and fix problems in a methodical way.

Job posting details for Sr. Data Analyst, Residential Energy Operations at Tesla in Austin, Texas, listed on ClimateTechList jobs. ClimateTechList gathers 30,000+ job openings from over 1,027 climate tech companies and updates them daily"
FDf5R4TnxKIi7Q2fAAAAAA==,data analyst,tesla,"Disclaimer: This position is expected to start around January or February 2024 and continue through the entire Spring term (i.e. through May 2024) or into Spring/Summer 2024 if available. We ask for a minimum of 12 weeks, full-time and on-site, for most internships. Please consider before submitting an application.

International Students: If your work authorization is through CPT, please consult your school on your ability to work 40 hours per week before applying. You must be able to work 40 hours per week on-site. Many students will be limited to part-time during the academic year.

Internship Program at Tesla

The Internship Recruiting Team is driven by the passion to recognize and develop emerging talent. Our year-round program places the best students in positions where they will grow technically, professionally, and personally through their experience working closely with their Manager, Mentor, and team. We are dedicated to providing an experience that allows the intern to experience life at Tesla by including them in projects that are critical to their team’s success. Instead of going on coffee runs and making copies, our interns have a seat at the table and make critical decisions that will influence not only their team, but the overall achievement of Tesla’s mission.

About the team

The mission of the Supply Chain Optimization team is to manage strategic projects and continuous improvement efforts to transform Tesla’s Supply Chain organization to be data and systems-driven, robust, and efficient as it scales to support our global programs and our growing worldwide presence.

You will be part of the Supply Chain Data Analytics sub-team which is the key point of contact for reporting, analytics, and insight generation across Supply Chain. You should have strong technical skills, a collaborative style of working, and a proactive and critical mindset. Excellent interpersonal and communication skills are crucial, as is the ability to synthesize complex issues and drive desired outcomes. Tesla is a fast-moving, dynamic environment where flexibility and adaptability are key attributes. The successful candidate is a self-starter with a passion for data analytics and data engineering and continuously demonstrates an ability to tackle complex problems and implement solutions.

Locations

• Multiple Locations Possible

Job posting details for Data Analyst/Engineer, Supply Chain Optimization Internship (Spring 2024) at Tesla in Austin, Texas, listed on ClimateTechList jobs. ClimateTechList gathers 31,000+ job openings from over 1,035 climate tech companies and updates them daily"
y-J3AYabebXVyENlAAAAAA==,data analyst,amazon,"Description

AWS Sales, Marketing, and Global Services (SMGS) is responsible for driving revenue, adoption, and growth from the largest and fastest growing small- and mid-market accounts to enterprise-level customers including public sector. The AWS Global Support team interacts with leading companies and believes that world-class support is critical to customer success. AWS Support also partners with a global list of customers that are building mission-critical applications on top of AWS services.

Do you have proven analytical capabilities to identify business opportunities, develop predictive models and optimization algorithms to help us build state of the art Support organization?

At Amazon, we are working to be the most customer-centric company on earth. To get there, we need exceptionally talented, bright, and driven people. We set big goals and are looking for people who can help us reach and exceed them. Amazon Web Services (AWS) is one of the world’s most comprehensive and broadly adopted cloud platform, offering over 200 fully featured services from data centers globally. Amazon Web Services, Inc. provides services for broad range of applications including compute, storage, databases, networking, analytics, machine learning and artificial intelligence (AI), Internet of Things (IoT), security, and application development, deployment, and management.

Global AWS Support BizOPs team is looking for a strong, talented Data Scientist to model contact forecasting, discovering insights and identifying opportunities through the use of statistics, machine learning, and deep learning to drive business and operational improvements. A successful candidate must be passionate about building solutions that will help drive a more efficient operations network and optimize cost. In this role, you will partner with data engineering, Tooling team, operations, Training, Customer Service, Capacity planning and finance teams, driving optimization and prediction solutions across the network.

Key job responsibilities

We are looking for an experienced and motivated Data Scientist with proven abilities to build and manage modeling projects, identify data requirements, build methodology and tools that are statistically grounded. The candidate will be an expert in the areas of data science, optimization, machine learning and statistics, and is comfortable facilitating ideation and working from concept through execution. The candidate is customer obsessed, innovative, independent, results-oriented and enjoys working in a fast-paced growing organization. An interest in operations, manufacturing or process improvement is helpful. The ability to embrace this ambiguity and work with a highly distributed team of experts is critical. While this is a small team, there is opportunity to own globally impactful work and grow your career in technical, programmatic or people leadership. You will likely work with Python or R, though specific particular modelling language. Your problem-solving ability, knowledge of data models and ability to drive results through ambiguity are more important to us.

About The Team

Diverse Experiences

AWS values diverse experiences. Even if you do not meet all of the qualifications and skills listed in the job description, we encourage candidates to apply. If your career is just starting, hasn’t followed a traditional path, or includes alternative experiences, don’t let it stop you from applying.

Why AWS?

Amazon Web Services (AWS) is the world’s most comprehensive and broadly adopted cloud platform. We pioneered cloud computing and never stopped innovating — that’s why customers from the most successful startups to Global 500 companies trust our robust suite of products and services to power their businesses.

Inclusive Team Culture

Here at AWS, it’s in our nature to learn and be curious. Our employee-led affinity groups foster a culture of inclusion that empower us to be proud of our differences. Ongoing events and learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences, inspire us to never stop embracing our uniqueness.

Mentorship & Career Growth

We’re continuously raising our performance bar as we strive to become Earth’s Best Employer. That’s why you’ll find endless knowledge-sharing, mentorship and other career-advancing resources here to help you develop into a better-rounded professional.

Work/Life Balance

We value work-life harmony. Achieving success at work should never come at the expense of sacrifices at home, which is why flexible work hours and arrangements are part of our culture. When we feel supported in the workplace and at home, there’s nothing we can’t achieve in the cloud.

We are open to hiring candidates to work out of one of the following locations:

Dallas, TX, USA

Basic Qualifications
• 2+ years of data scientist experience
• 3+ years of data querying languages (e.g. SQL), scripting languages (e.g. Python) or statistical/mathematical software (e.g. R, SAS, Matlab, etc.) experience
• 3+ years of machine learning/statistical modeling data analysis tools and techniques, and parameters that affect their performance experience
• Experience applying theoretical models in an applied environment

Preferred Qualifications
• Experience in Python, Perl, or another scripting language
• Experience in a ML or data scientist role with a large technology company

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

Company - Amazon Web Services, Inc.

Job ID: A2543116"
MMWmVyNurxY4dS-WAAAAAA==,data analyst,amazon,"At Amazon, we're working to be the most customer-centric company on earth.
To get there, we need exceptionally talented, bright, and driven people.
If you'd like to help us build the place to find and buy anything online, this is your chance to make history
Amazon Fulfillment is seeking a Data Analyst to support our growing fulfillment business.
This is a critical role to support metrics development and systems integration efforts.
Duties will include:
Refinement and automation of existing metric calculations to ensure timeliness and error free product.
Learn, publish, analyze and improve management information dashboards, operational business metrics decks and key performance indicators.
Support Fulfillment Center-wide system integration efforts to move into standard data platforms Partner with Operations to deliver information as well as enhance reporting capability.
Complete ad hoc requests and analyses as needed.
Design, setup, execute and administer web-serving solutions.
The position requires a combination of strong design, programming and troubleshooting skills.
.
Estimated Salary: $20 to $28 per hour based on qualifications"
voMhsqYJyiUIhT4BAAAAAA==,data analyst,amazon,"Amazon Web Services (AWS) is seeking a Data Analyst to support our customers in multiple locations including Herndon VA, Columbus OH, Boardman OR, San Francisco CA, Montreal CA.
The Data Analyst will work closely with the operations teams in Inbound and Outbound to provide data and analytical support for ACES initiatives, root cause investigation of defects, and will provide support to insure compliance to operational-related SoX compliance requirements.
The Data Analyst will support the Change/Quality Senior Operations Manager.
Responsibilities:
Development of data collection processes and data management systems Maintenance of data integrity (0% error rate) Designing of queries, compiling of data, and generation of reports in MS Access and Excel Charting and graphing of data for reporting purposes In depth research of defect trends Data collection and entry as needed Data mining and problem solvingThe Data Analyst will work closely with the operations teams in Inbound, CAP and Outbound to provide data and analytical support for quality and continuous improvement initiatives, root cause investigation of defects, and will provide support to insure compliance to operational-related SoX requirements.
The Data Analyst will support the Change/Quality Senior Operations Manager.
.
Estimated Salary: $20 to $28 per hour based on qualifications"
Coo6y4dtM-v2YyTGAAAAAA==,data analyst,amazon,"At Amazon, we're working to be the most customer-centric company on earth. To get there, we need exceptionally talented, bright, and driven people. If you'd like to help us build the place to find and buy anything online, this is your chance to make history.
This Data Analyst role will work closely with the Flow Team at CHO1 to provide data and analytical support for onsite initiatives reporting, and adhoc tools. The successful candidate will have a strong understanding of different business models and the underlying analytics, and the ability to assimilate new methodologies and data sources. They will be a self-starter comfortable with ambiguity, with strong attention to detail, be vocally self-critical, and with an ability to work in a fast-paced and ever-changing environment. They recognize that the true measure of the work product is the business impact it has.
This position is NOT remote and does require you to be onsite. Local applicants are strongly encouraged as this position does not offer relocation assistance.

Key job responsibilities
Development of onsite reporting tools using Excel VBA and Python
Development of data collection processes and data management systems
Designing of queries, compiling of data, and generation of reports in AWS and Excel
Charting and graphing of data for reporting purposes
In depth research of defect trends
Data collection and entry as needed
Data mining and problem solving
Present analysis in easily digestible standard reports
Responsible for teaching leadership team how to interpret data trends as needed
Any other priority requests as senior leadership assigns

We are open to hiring candidates to work out of one of the following locations:

Fishersville, VA, USA"
wmcOhYCYQd2lYlLlAAAAAA==,data analyst,amazon,"Description

The position can be based in Arlington, VA. This is a hybrid role (3 days a week in the office) because we believe it is easier to learn, model, practice, and strengthen our culture when we’re in the office surrounded by our colleagues

We are looking for Data Science professionals to drive our analytical revolution in the Talent Acquisition (TA) space. You get the opportunity to work on a ground up rebuild of our analytical capabilities, from data ingress, to complex business transformations to end user reporting and beyond.

In this role, you will invent and build on behalf of candidates, experiment and test new ideas, evangelize successes, and drive consistency.

The ideal candidate is an independent Data Scientist who can source data, cleanse, analyze, refine, enrich, model, present, automate and document our business data pipelines. You will always be on the lookout for ways to optimize the information flow process, stay on top of latest trends in data warehousing and be able to coordinate and work on multiple, related projects.

Key job responsibilities
• Collaborate with researchers, software developers, and business leaders to define business processes and provide analytical support
• Leverage code to analyze complex datasets and design, develop and evaluate data transformations to solve specific business problems
• Build scalable, efficient, and automated data processes to facilitate customer-facing reporting
• Automate TA processes to streamline business operations
• Communicate verbally or in writing to business customers / leadership to sharing insights and recommendations

We are open to hiring candidates to work out of one of the following locations:

Arlington, VA, USA | Seattle, WA, USA

Basic Qualifications
• Bachelor's degree in a quantitative field such as statistics, mathematics, data science, business analytics, economics, finance, engineering, or computer science
• 3+ years of data querying languages (e.g. SQL), scripting languages (e.g. Python) or statistical/mathematical software (e.g. R, SAS, Matlab, etc.) experience
• 3+ years of machine learning/statistical modeling data analysis tools and techniques, and parameters that affect their performance experience
• Experience applying theoretical models in an applied environment

Preferred Qualifications
• Master's degree in a quantitative field such as statistics, mathematics, data science, business analytics, economics, finance, engineering, or computer science
• Experience in a ML or data scientist role with a large technology company

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

Our compensation reflects the cost of labor across several US geographic markets. The base pay for this position ranges from $111,600/year in our lowest geographic market up to $212,800/year in our highest geographic market. Pay is based on a number of factors including market location and may vary depending on job-related knowledge, skills, and experience. Amazon is a total compensation company. Dependent on the position offered, equity, sign-on payments, and other forms of compensation may be provided as part of a total compensation package, in addition to a full range of medical, financial, and/or other benefits. For more information, please visit https://www.aboutamazon.com/workplace/employee-benefits. Applicants should apply via our internal or external career site.

Company - Amazon.com Services LLC - A57

Job ID: A2535484"
J-UdHprVT294mpn-AAAAAA==,data analyst,amazon,"At Amazon, we're working to be the most customer-centric company on earth.
To get there, we need exceptionally talented, bright, and visionary people.
We are looking for an experienced Data Scientist with excellent analytical abilities, outstanding business acumen and judgment, intense curiosity, strong technical skills, and superior written and verbal communication skills to join our Amazon Web Services (AWS) Training & Certification Product Development team.
Our mission is to help millions of customers across the globe develop their AWS skills.
This role will develop and implement data solutions to help AWS customer adoption globally.
As a Data Scientist, you will generate insights that will guide operational excellence and product development for our customers.
Data analysis is at the core Amazon's culture, and your work will have a direct impact on decision making and strategy for our team.
You will be gathering customer insights, mining data, making recommendations, and helping senior leaders make key business decisions.
You will have the opportunity to work with large and diverse data sets to gather insights using data from across our learning technologies.
You will be working in a large, extremely complex, and dynamic, data-driven environment.
We are looking for a data scientist with expertise and passion for analyzing data, designing and building predictive and decision models, and designing metrics to measure the performance of the business.
You will perform deep dives on specific business problems and measurable metrics which the business can monitor on recurring bases.
You will interact directly with business leaders and groups that rely on the metrics and the decisions produced using predictive models.
The ideal candidate will have excellent analytical abilities, outstanding business acumen and judgment, intense curiosity, strong technical skills, and superior written and verbal communication skills.
They will have a strong bias toward data driven decision making.
They will be a self-starter, comfortable with ambiguity, able to think big and be creative (while paying careful attention to detail), and will enjoy working in a fast-paced dynamic environment.
If you are excited about data, are results oriented, and want to join a growing analytics team within AWS - this role is for you.
Key Responsibilities Include:
Interface with business leaders and customers, gather requirements, and deliver complete reporting solutions Generate business insights autonomously based on interactions with business stakeholders and underlying domain knowledge and data science tooling Own the curation of business metrics into analytics which can be monitored and used to trigger specific business actions Develop a deep understanding of our vast data sources and know exactly how, when, and which data to use to solve particular business problems Work with internal stakeholders to root cause identified defects Understanding drivers, impacts, and key influences on the organization Helping to build production systems that take inputs from multiple models and make decisions Automating feedback loops for algorithms in production Utilizing Amazon systems and tools to effectively work with terabytes of data Partner with data engineers to support production data analytics solutions Partner with business intelligence engineers to support production visualizations for senior leadership.
Estimated Salary: $20 to $28 per hour based on qualifications"
QdKU5Occ8yh-r-awAAAAAA==,data analyst,amazon,"What Are We Looking For

The Business Analyst is responsible for supporting our eCommerce growth with a primary focus on Amazon pricing, sell-through, and financial analysis. In this role, you will play a vital part in making informed decisions to successfully launch and scale our various eCommerce programs

You should have experience in an agency or media organization.

This role is 100% work from home.

In This Role, You Will
• Analyze and visualize data with a focus on Amazon pricing, sell-through, and financial metrics
• Create reports tailored to guide decision-making specifically for the eCommerce team's pricing and financial strategies
• Ensure accuracy in data and reporting updates, with a keen eye on financial insights
• Present analytic findings and identify growth opportunities for the eCommerce team
• Independently handle multiple projects at a time meeting objectives and deadlines

About You

Core qualifications:
• 3+ Years experience with data analysis, with a strong emphasis on Amazon pricing and financial analytics
• Extensive knowledge in data analysis, visualization, and communication, with prior full-time work experience in relevant area
• Proven analytical abilities
• Digital agency experience
• Amazon Seller Central experience
• Practical experience generating process documentation and reports
• High proficiency with Microsoft Excel (Vlookup, Pivot table, etc)
• Experience with working with a large amount of data
• Excellent communicator with the ability to translate data into actionable insights.

Preferred Qualifications
• High proficiency with SQL language and database management
• Experience with data visualization and tools (PowerBI, Tableau, and/or Data Studio)

Why MultiplyMii

MultiplyMii, a premium Recruitment & HR services company is growing FAST and we are currently hiring an exceptional Business Analyst who desires to be part of an exciting organization that rewards and values its team members.

One clear benefit for you beyond the long list at the bottom is that MultiplyMii will be there to hold your hand every step of the way, providing you and the client on-boarding, supporting your unique needs, handling any challenges that might come up in your work environment. We are here to give you (and our client) every opportunity to get it right and nurture this relationship.
• 100% Remote work
• SSS
• Philhealth
• Pag-ibig
• Healthcare (HMO)
• Birthday bonus upon probationary
• Regularization bonus
• 13th-month pay
• Paid Service Incentive Leave (SIL) upon probationary
• Regular holiday premium upon probationary
• Annual performance appraisal subject for review
• Access to our free Learning and Development programs

Shift: US Central Standard Business Hours (Night Shift in PH) with schedule flexibility"
YZEt1YtH3twucapzAAAAAA==,data analyst,amazon,"Description

Amazon Web Services (AWS) is the world leader in providing a highly reliable, scalable, low-cost infrastructure platform in the cloud powering hundreds of thousands of businesses in hundreds of countries around the world. As part of the AWS Infrastructure organization, Data Center Planning and Delivery (DCPD) prepares for, plans, and builds the data centers that comprise the AWS cloud.

We are seeking a highly skilled and motivated Business and Data Analyst in Herndon, VA, Arlington, VA, or Seattle, WA to manage and solve business critical problems using requirements analysis, build data reports/ dashboards to deliver metrics and insights to the business. This role has direct impact on the day-to-day decision making of large-scale capacity delivery programs.

This role drives operational excellence, by: 1) deep diving critical delivery metrics and data, 2) identifying solutions that minimize blockers and delays, and 3) using knowledge of infrastructure builds to advise or influence business decisions that have cross-region impact. You must be highly analytical and possess a strong passion for analytics and accountability, set high standards with a focus on superior business success you must also have a passion for process improvement and constantly looking for ways to work more efficiently. You will use your judgment, analytical talent, technical aptitude, and leadership to collaborate with a diverse set of stakeholders across multiple time zones, design solutions, remove blockers, and find creative ways to invent and simplify centralized solutions.

Key job responsibilities
• Design, develop, implement, test, document, and operate large-scale, high-volume, high-performance data structures for business intelligence analytics.
• Implementing data structures using best practices in data modeling to provide on-line reporting and analysis using business intelligence tools and a logical abstraction layer against large, multi-dimensional datasets and multiple sources.
• Gathering business and functional requirements and translating the gathered requirements into robust, scalable, operable solutions that work well within the overall data architecture.
• Analyzing source data systems and driving best practices in source teams.
• Analyzing large amounts of data, discovering and solving real world problems, and building metrics and business cases to help business teams to make decisions.
• Participating in the full development life cycle, end-to-end, from design, implementation and testing, to documentation, delivery, support, and maintenance to produce comprehensive, usable dataset documentation and metadata.
• Evaluating and making decisions around dataset implementations designed and proposed by peer data engineers. Identifying business process improvements from the data level.
• Analyzing and evaluating business process, and through data driven insights proposing and implementing business process improvement.

We are open to hiring candidates to work out of one of the following locations:

Arlington, VA, USA | Herndon, VA, USA | Seattle, WA, USA

Basic Qualifications
• Bachelor’s Degree in Computer Science/Statistics/related STEM field AND 3+ Years of Business/ Data Analysis experience.
• 4+ years’ experience writing complex SQL queries.
• 4+ years of analyzing and interpreting data with Redshift, Oracle, NoSQL etc. experience
• 3+ years’ experience building reports/visualizations via Tableau, QuickSight, or similar tools.
• 2+ years’ experience fielding business requirements, communicating directly with client/stakeholders

Preferred Qualifications
• Master's Degree in STEM field
• Experience with data modeling, warehousing and building ETL pipelines

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

Our compensation reflects the cost of labor across several US geographic markets. The base pay for this position ranges from $87,000/year in our lowest geographic market up to $197,700/year in our highest geographic market. Pay is based on a number of factors including market location and may vary depending on job-related knowledge, skills, and experience. Amazon is a total compensation company. Dependent on the position offered, equity, sign-on payments, and other forms of compensation may be provided as part of a total compensation package, in addition to a full range of medical, financial, and/or other benefits. For more information, please visit https://www.aboutamazon.com/workplace/employee-benefits. Applicants should apply via our internal or external career site.

Company - Amazon Data Services, Inc.

Job ID: A2515199"
0d5nYRnnb47PW4oxAAAAAA==,data analyst,amazon,"Description

Machine learning (ML) has been strategic to Amazon from the early years. We are pioneers in areas such as recommendation engines, product search, eCommerce fraud detection, and large-scale optimization of fulfillment center operations

The Generative AI Innovation Center (GenAIIC) helps AWS customers accelerate the use of generative AI to solve business and operational challenges and promote innovation in their organization. GenAIIC provides opportunities to innovate in a fast-paced organization that contributes to game-changing solutions. As a Principal Generative AI Scientist, you will act as a trusted customer advocate, use ML and generative AI tools such as Amazon Bedrock, Amazon SageMaker, Amazon Q and other technologies to design, evangelize, and implement state-of-the-art solutions for never-before-solved problems. You’ll help drive successful business outcomes across a broad set of customers through your passion for educating, training, designing and building cloud hosted solutions.

You will design and develop generative AI solutions that involves large-scale data processing and modeling. You will have responsibility to help define requirements, create solution designs, implement code to these specifications, and support solutions while deployed and used by our customers. You will have the opportunity to help shape and execute a strategy to build deep adoption and broad use of AWS within your customers, and you will do this by mobilizing resources within AWS and working with our partner network.

The successful candidate will possess both technical and customer-facing skills that will allow you to be the technical “face” of GenAIIC with customers. You will be able to drive discussions with senior technical and management personnel within customers and partners, as well as the technical background that enables them to interact with and give guidance to data & applied scientists, and software developers. The ideal candidate will also have a demonstrated ability to think strategically about business, product, and technical issues.

We are open to hiring candidates to work out of one of the following locations:

Herndon, VA, USA | Washington D.C., USA | New York, NY, USA | Seattle, WA, USA | Santa Clara, CA, USA

Key job responsibilities
• Ensure success in designing, building scalable generative AI solutions on the AWS platform.
• Interact with customers directly to understand the business problem, help and aid them in implementation of their ML ecosystem
• Educate customers on the value proposition of AWS and showcase the art of possible.
• Participate in deep architectural discussions and design exercises to create world-class solutions built on AWS while ensuring solutions are designed for successful deployment.
• Work closely with account teams, GAIIC science teams, and product engineering teams to drive implementations of new solutions
• Author and contribute to AWS customer-facing publications such as whitepapers, workshops, demos and proof of concepts.
• Build deep relationships with senior technical individuals within customers to enable them to be cloud advocates.
• Represent and advocate for a variety of critical customers and stakeholders during executive-level prioritization and planning.
• Contribute to the system design (architecture, design patterns, reliability and scaling) of new and current GenAI systems.
• Capture and share best-practice knowledge amongst the AWS technical community.

We are open to hiring candidates to work out of one of the following locations:

Denver, CO, USA | Herndon, VA, USA | New York, NY, USA | Santa Clara, CA, USA | Seattle, WA, USA | Washington, DC, USA

Basic Qualifications
• 12+ years of specific technology domain areas (e.g. software development, cloud computing, systems engineering, infrastructure, security, networking, data & analytics) experience.
• 8+ years of design, implementation, or consulting in applications and infrastructures experience.
• 2+ years of relevant experience in developing and deploying large scale machine learning or deep learning models and/or systems into production, including batch and real-time data processing, model containerization, CI/CD pipelines, API development, model training and productionizing ML models
• Experience contributing to engineering discussions around technology decisions and strategy related to a solution/product.
• Experience with deep learning methods and machine learning

Preferred Qualifications
• Graduate degree (MS or PhD) in computer science, engineering, mathematics or related technical/scientific field
• 3+ years of experience working with AWS ML technologies.
• 5+ years of technology/software sales experience.
• Experiences related to machine learning, deep learning, NLP, CV, GNN, or distributed training

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

Our compensation reflects the cost of labor across several US geographic markets. The base pay for this position ranges from $145,800/year in our lowest geographic market up to $294,700/year in our highest geographic market. Pay is based on a number of factors including market location and may vary depending on job-related knowledge, skills, and experience. Amazon is a total compensation company. Dependent on the position offered, equity, sign-on payments, and other forms of compensation may be provided as part of a total compensation package, in addition to a full range of medical, financial, and/or other benefits. For more information, please visit https://www.aboutamazon.com/workplace/employee-benefits. Applicants should apply via our internal or external career site.

Company - Amazon Development Center U.S., Inc.

Job ID: A2545545"
LkNZxTbzTrwSC1UaAAAAAA==,data analyst,amazon,"Job summaryAmazon Air Finance is looking for a Financial Analyst to be a trusted finance partner.
Experience with this team opens up amazing career opportunities across Amazon, e.
g
team management roles supporting an impressive array of business areas, project management roles, and/or management opportunities locally, regionally, and globally.
Team Exposure/Scope:
This is a second shift role to match the daily operations.
This role will partner closely with a broad range of finance and business leaders in Operations, HR, Technology, and Retail, as well as with research scientists, technical product managers, and software developers in pursuit of an optimized business.
This role will create and sustain performance measurements and reporting on strategic input drivers to continuously improve the economics of the business.
Success in this role:
The successful candidate will demonstrate an ability to influence business owners, support thoughtful decision-making, and adapt to a rapidly evolving environment.
Regular collaboration with executives and various business units across Amazon will allow you the opportunity to exhibit your verbal and written communication skills and challenge your ability to drive advocacy.
A typical day in this role provides an opportunity to improve and create new measures for business effectiveness, innovate creative solutions utilizing large scale data mining tools, identify high priority work/projects to maximize results for key stakeholders, and solve complex problems impacting company-wide strategic decision-making.
Who we are:
Amazon Air Finance seeks to answer these questions with a thoughtful data-driven approach to controllership, leveraging resilience and curiosity in our quest to develop and share outstanding financial acumen for the benefit of our business.
We work with speed and purpose, partnering closely with Operations, HR, and many other dynamic teams in collaboration on best results for all of our customers.
As part of the team, you will utilize cutting edge data pipelines, build accurate predictive models, participate in new launch initiatives, and deploy automated software solutions to provide forecasting insights to leadership driving decisions effecting millions of customers globally.
Key job responsibilitiesUse solid financial knowledge and business acumen to build financial models, interpret data, draw conclusions, and make recommendations that deliver results, drive improvements, and influence leaders throughout Amazon.
These decisions can have global impact.
Delivers weekly/monthly financial close.
Uses financial systems and advanced MSExcel functions to work with large data sets.
Outputs plans, forecasts, budgets, and consolidations.
Creates effective business partnerships, manages competing priorities, and provides guidance based on data analysis during unexpected eventsUses active listening skills intuitively to communicate data (both written and verbal) in a clear, concise, and unambiguous manner.
Adjusts style for various audiences to articulate complex finance issues clearly.
Collects and analyzes quantitative data to develop relevant reports that drive cost reductions.
Participates in hiring, developing, and mentoring peers and team members.
Seeks and leverages diverse perspectives in all activities.
Identifies opportunities to resolve defects proactively.
Improves, scales, or simplifies finance tools across teams and organizations.
Contributes to work life harmony by being a positive, collaborative, and effective influencer to new team members as an indicator of operations excellence.
.
Estimated Salary: $20 to $28 per hour based on qualifications"
vzxtae04967g3IHZAAAAAA==,data analyst,heb,"H-E-B is a 115-year-old grocery retailer, and we're a leading innovator in technology. Recently, we've been investing in our customers' digital experiences, using the best available technologies to deliver modern engagement, reliability, and scalability to meet their needs.

As a Decision Science Analyst, you'll extract, explore, validate, and cleanse data using advanced coding techniques. You'll design and apply analytical and statistical models to segment, describe, and understand our customers and their purchasing habits and proclivities. You'll serve as a strategic thought Partner, providing perspective and recommendations to solve business challenges.

Once you're eligible, you'll become an Owner in the company, so we're looking for commitment, hard work, and focus on quality and Customer service. 'Partner-owned' means our most important resources--People--drive the innovation, growth, and success that make H-E-B The Greatest Omnichannel Retailing Company.

Do you have a:
HEART FOR PEOPLE... ability to work in a cross-functional, team-driven environment?
HEAD FOR BUSINESS... experience in analytical and statistical modeling?
PASSION FOR RESULTS... drive to turn data into actionable business recommendations?

We are looking for:
- 2+ years of relevant experience, preferably in retail / other consumer-facing industry

What is the work?
Design & Development / Analytics:
- Using coding techniques (predominately SQL and Python), aggregates billions of data records to measure customer behavior changes in multiple dimensions (e.g., customer count and value, frequency of purchase, average purchase size, ROI)
- Mines / validates / cleanses data
- Works across several data platforms (e.g., clickstream, web analytics, transactional data, unaggregated customer data)
- Applies advanced analytical and statistical models to segment / understand our customer (e.g., k-means clustering, a/b testing)
- Applies experience, knowledge, intuition to dig for insights to share through enterprise tools (e.g., Tableau, MicroStrategy)
- Asks questions to identify deeper reasoning behind business questions
- Translates / tests / connects data findings into actionable business insights
- Provides customer insights and in-depth analytics on marketing initiatives (e.g., pre- / post-campaign)
- Develops / deploys experiments and data science models to measure customer loyalty, habits, tendencies, affinities, and propensities to reliably predict behavior and prescribe initiatives, strategies, tactics
- Provides ad hoc analysis upon request

Advising:
- Serves as a strategic thought Partner / team member of assigned team; provides perspective on business challenges
- Serves as the data-expert in cross-functional groups to optimize H-E-B marketing investments and assortment decisions
- Provides day-to-day broad visibility into customer learnings and impact through ongoing performance dashboards / metrics
- Summarizes for / shares insights with business stakeholders, informally and in formal presentations
- Aligns with executive-level stakeholders on prioritizing initiatives

What is your background?
- A related degree or comparable formal training, certification, or work experience
- 2+ years of relevant experience, preferably in retail / other consumer-facing industry
- Expertise in business domain
- Experience in statistical programming languages (R, Python, SQL)
- Experience in relational databases such as Teradata or Oracle and big data platforms
- Experience in data extraction, cleansing, validating, and curating

Do you have what it takes to be a fit as a Decision Science Analyst at H-E-B?
- Working knowledge of typical data science techniques (e.g., classification, regression, and optimization)
- Working understanding of data exploration, applying analytical tools, and how to advise business stakeholders
- Familiarity with big data ecosystems (Databricks, Spark, etc.), relational DBs, SQL, business intelligence and visualization tools (Tableau or MicroStrategy, etc.)
- Strong research and analytical skills
- Strong critical and lateral thinking skills
- Verbal / written communication and presentation skills
- Ability to turn data into actionable recommendations (vs. just reporting data)
- Ability to solve ambiguous, unstructured problems
- Ability to present / explain deliverables to non-technical stakeholders
- Ability to work within a cross-functional, team-driven structure

Can you...
- Thrive in a fast-paced retail environment with rapidly shifting market-driven priorities

08-2021"
